タイムスタンプ,授業名の頭文字で選択してください,授業名を選択してください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,授業名を選択してください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,授業名を選択してください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,授業名を選択してください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,授業名を選択してください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,授業の全体感について教えてください [単位取得のしやすさ],授業の全体感について教えてください [高評価の取得のしやすさ],授業の全体感について教えてください [授業の面白さ],出欠は取りますか？,課題(リアぺ含む)・小テストはありましたか？(あったものを選択してください),課題(リアぺ含む)や小テストがある場合、その難易度や負担はどの程度でしたか？,試験の有無について教えてください,試験や期末レポートがあった場合、その難易度や負担はどの程度でしたか？,この授業の口コミやアドバイスを教えてください(自由記述)
2021/9/5 16:21,な行以降(な、は、ま、や、ら、わ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,文化人類学Ⅰ,,,,,,,,,,,井上 京子,,,,,,,,5(しやすい、面白い),4,2,なし,"課題(問題演習や小レポート、プレゼンテーションなど), 小テスト",楽,ペーパーテスト,普通,①つまらない。教え方があまり上手ではない。
2021/9/5 16:23,た行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,天文学Ⅰ,,,,,,,,,,,,,,下条 圭美,,,,,,,,,,,,,,,,,,,,,,,4,2,3,あり,"課題(問題演習や小レポート、プレゼンテーションなど), 小テスト",きつい,期末レポート,楽,"①太陽を中心とする天文の知識を学びました。②閲覧履歴を見ているらしいので、期限内に動画を見て小テストとレポートを出すことです。③小テストでしくじらない。④恐らくお優しい方なのでしょう。⑤無し。⑥この授業は代々楽単楽単と言われ過ぎて、今年度から急に小テストが難しくなりました。特に数年間数学と縁が無かった人や数字嫌いな人、協力者がいない人にとってはキツいかも。こんなはずじゃ無かったのに。"
2021/9/5 16:28,な行以降(な、は、ま、や、ら、わ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,歴史Ⅰ,,,,,,,,,,,,,,,,魏 郁欣,,,4,3,4,なし,リアクションペーパー,普通,期末レポート,きつい,"①台湾の歴史について。②3週間に一回のリアペと期末レポートの提出。③台湾と日本の関わりの歴史は一言では語れないので、浅はかな意見を持ったまま授業に臨むと、自分や周りが作り上げたストーリーから結局抜け出せず、リアペや期末レポートで苦労すると思います。なので、是非先入観は固定概念を捨てて授業を聞いてください。④台湾人の方で、熱意のある方です。ぎこちない日本語もかわいい。⑤結構ショッキングな回もあります。⑥パワポに仕掛けがしてあって楽しい。いくらでも深掘りできる授業です！"
2021/9/5 16:32,あ行,音楽Ⅰ,,,,,木内 麻理子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5(しやすい、面白い),4,3,なし,課題(問題演習や小レポート、プレゼンテーションなど),楽,オンラインテスト,楽,①鍵盤楽器の歴史（フランス音楽ではない方）②授業のスライドをメモる⑥ピアノやオルガンを弾く自分でも興味が持てない部分があったが、概ね面白かった。関心がある人にのみお勧めする。
2021/9/5 16:39,な行以降(な、は、ま、や、ら、わ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,倫理学Ⅰ,,,,,,,,,,,,,,,杉本 俊介,,,,5(しやすい、面白い),5(しやすい、面白い),5(しやすい、面白い),なし,課題(問題演習や小レポート、プレゼンテーションなど),楽,オンラインテスト,普通,ビジネス倫理学ということもあって、将来役に立つ考え方が身につく。
2021/9/5 16:41,さ行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,社会学Ⅰ,,,,,,,,,,,,,,,,,藤川 千歳,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,なし,特になし,,期末レポート,きつい,まあまあ面白いが、パワーポイントなので早送りできないのがちょっと残念。レポート評価もちょっと厳しい？
2021/9/5 16:43,た行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,地域文化論Ⅰ,,大和田 俊之,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5(しやすい、面白い),5(しやすい、面白い),5(しやすい、面白い),なし,小テスト,楽,ペーパーテスト,楽,過去問入手できればA来る
2021/9/5 16:45,か行,,,,,,,国語国文Ⅰ,,,,,,,,,,,,,,,,,,,,,,,,,,,片山 久留美,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5(しやすい、面白い),5(しやすい、面白い),なし,リアクションペーパー,,オンラインテスト,きつい,"リアぺ30%+オンライン試験70%。評価厳しめ？結構書いたのにBだった。"
2021/9/5 16:48,た行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,統計学Ⅰ,,,,,,,森井 真広,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,なし,課題(問題演習や小レポート、プレゼンテーションなど),楽,期末レポート,普通,レポートのテーマは早めに決めた方が良い
2021/9/5 17:07,さ行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,社会学Ⅰ,,,,,,,,,,,,,,,,,澤田 唯人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,4,なし,リアクションペーパー,普通,期末レポート,普通,授業内容はかなり重い話が多いですが、個人的にはとても面白いと思いました。授業時間が3時間を超えたり、時間通りに配信されなかったりしますが、先生がとてもイケメンで所作が可愛いので全然許せます(笑)、高い意欲を持って何事にも全力で取り組めばSが来ます。
2021/9/5 17:11,た行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,哲学Ⅰ,,,,,,,,,,,,,田中 あや,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,なし,特になし,,期末レポート,普通,教授は優しい方です。音声とレジュメが配信されて、音声を聴きながらレジュメを見るといった授業スタイルです。出席は特に取りません。授業をきちんと聞いてよく理解した上でレポートを書けばＡが来ます。
2021/9/5 17:27,な行以降(な、は、ま、や、ら、わ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,論理学Ⅰ,,,,,,,,,,,,,,,,,,秋吉 亮太,5(しやすい、面白い),5(しやすい、面白い),4,なし,特になし,,期末レポート,普通,今学期はビデオ配信のみ、見なくても配られたテキストで解ける程度の問題を解いたものをオンラインで提出でした。取ってる人たくさんいるのでわからない問題は教えあって何とかなりました。楽単です。
2021/9/5 17:29,か行,,,,,,,言語認識論,,,,,,,,,,,,,,,,,,,,,,,,,,小原 京子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5(しやすい、面白い),5(しやすい、面白い),3,なし,"課題(問題演習や小レポート、プレゼンテーションなど), リアクションペーパー",普通,なし,普通,小レポート3回と毎回のリアペ500字以内で提出でした。毎回加点レポートがありそれら含め全て提出したらSきました。正直あんまり内容は好みじゃなかったのでレポートは適当に授業のパワポ見ながら書いただけです、自分でも何書いたかよく覚えていません
2021/9/5 17:33,か行,,,,,,,科学技術と現代社会,,,,小谷 真理／細田 衛士／三原 聡子／山内 慶太／山田 秀／吉村 公雄／渡辺 美智子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,3,なし,"課題(問題演習や小レポート、プレゼンテーションなど), リアクションペーパー",楽,期末レポート,楽,オムニバス形式でそれぞれの先生が違うこと話す。例えば遺伝子工学と諸問題、福沢諭吉と西洋的視点から見た科学技術、AIと深層学習だったり。よくある内容なので、興味は湧くがマンネリ化する。本読めば手に入る知識ではある。毎回の授業で規定字数を満たしたリアペを提出した。そして、最後の課題？レポートみたいなやつもまあテキトーにやりました。その結果Aでした。きちんと提出していれば単位取得は楽であると断言できる。テキトーにやっていてもAは取れたのでもう少し時間をかけて頑張ればSは取れるかもしれない。単位をお金で買う典型的な例。
2021/9/5 17:42,な行以降(な、は、ま、や、ら、わ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ラテンアメリカ研究Ⅰ,梅崎 かほり／工藤 多香子／佐藤 正樹／伏見 岳志／安井 伸,,,,,,,,,,,,,,,,,,4,3,1(しにくい、面白くない),なし,"課題(問題演習や小レポート、プレゼンテーションなど), リアクションペーパー",普通,期末レポート,普通,ラテンアメリカペルーとかメキシコについての諸問題について。期末レポートはラテンアメリカに関連した事件についての本についてまとめるというもの(2000字)、授業の最初から提出できる形で期限までならいつでも提出できるので時間をかける事はいくらでもできる。リアペと期末レポートを出しておけば単位は取れる。面倒くさい事は言うまでもない。リアペは毎回テキトーにだした。期末レポートもテキトーに本読んでだした。そしたらBでした。高い評価を取るのは難しいかも。きちんと期末レポートを時間をかけて洞察を働かせていけば高評価取れるのでは。ラテンアメリカの歴史的背景(植民地時代など)や生い立ち、現在における諸問題に興味があればいいのでは。
2021/9/5 18:16,さ行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,人類学Ⅰ,,,,,,,,,,,,,,,,,,,,,,,,,,中山 一大,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,4,あり,小テスト,楽,期末レポート,普通,小テストは簡単なのでほぼ満点を狙い、期末レポートは2000字以上書けば、Aが来ると思われる。
2021/9/5 18:19,さ行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,生命の科学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,岡村 智教,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,4,なし,特になし,,期末レポート,普通,期末レポートのみの為、それを提出すれば単位は来る印象。評価は内容次第。指定された事柄に沿って書けばAは来る。
2021/9/5 18:24,た行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,天文学Ⅰ,,,,,,,,,,,,,,下条 圭美,,,,,,,,,,,,,,,,,,,,,,,4,4,4,あり,"小テスト, リアクションペーパー",楽,なし,,毎回の小テストの合計点で成績が決まる。今期は少し基準が引き上げられた為、Aを取るのは簡単、Sを取るのは少し難しい。
2021/9/5 18:29,な行以降(な、は、ま、や、ら、わ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,倫理学Ⅰ,,,,,,,,,,,,,,,杉本 俊介,,,,4,4,4,あり,"小テスト, リアクションペーパー",楽,期末レポート,普通,オンラインテスト60点満点、期末レポート40点満点で成績が決まった。オンラインテストの方は満点取るべき。期末レポートはいくつか採点項目があるので、それに従って書けば30点は取れそう。よって90点取れるのでSを取るのは簡単。
2021/9/5 18:33,か行,,,,,,,教育学Ⅰ,,,,,,,,,,山本 正身,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5(しやすい、面白い),4,3,あり,リアクションペーパー,楽,期末レポート,普通,今学期は、全授業がオンデマンド形式で行われた。授業が火曜日にあったが、その週の土曜日までに担当教員のメアド宛にリアクションメールを送るという比較的簡単な出欠確認だった。成績評価は3000字程度の期末レポートと出欠で行われ、期末レポートはテーマに合う授業さえ視聴すれば書けるものであった。普通に取り組めば良い評価がもらえる。
2021/9/5 18:37,か行,,,,,,,現代世界史,,,,,,,,,,,,,,,,,,,,,剣持 久木,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,3,あり,リアクションペーパー,普通,ペーパーテスト,普通,授業は全てリアルタイムのオンライン形式で、毎授業後30分以内にリアクションを掲示板に書き込むスタイルだった。期末テストは授業内で扱った資料の持ち込みが可能なもので、ほとんど資料の丸写しで解答したが高評価がもらえた。授業自体は退屈なことが多くほとんど聞いていなかったが、資料だけ揃えておけば単位は取れる。
2021/9/5 18:41,か行,,,,,,,言語学Ⅰ,,,,,,,,,,,,,,,,,,,,,,,,平沢 慎也,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5(しやすい、面白い),4,5(しやすい、面白い),なし,小テスト,普通,オンラインテスト,普通,全てオンデマンド形式の授業。毎回の授業で決まった時間にオンライン小テストがあり、これの難易度が毎回ばらつきがある。本当に難しい時は一才わからない。成績はこの小テストと、小テストと同形式の期末テスト(問題数が増えるだけ)のふたつから機械的に算出される。単位は取れるが、Sを狙うのは難しい。
2021/9/5 18:50,な行以降(な、は、ま、や、ら、わ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,論理学Ⅰ,,,,,,,,,,,,,,,,,,佐々木 昭則,5(しやすい、面白い),5(しやすい、面白い),3,なし,課題(問題演習や小レポート、プレゼンテーションなど),楽,ペーパーテスト,楽,内容は、記号を用いて命題の真偽を証明していく、といった感じで、パズルのようで面白かったです。課題（これも難しいものではありません）をちゃんとやっていれば、期末試験も簡単になります。期末試験の問題数はとても少なく、ほとんどの生徒が、試験時間30分程余るくらいです。
2021/9/5 19:47,さ行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,身体文化論,,,,,,,,,,,,,,,,,,,,,,,,稲田 奈緒美,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,3,あり,リアクションペーパー,きつい,期末レポート,普通,"期末レポートは抽象的なお題であったが、自分の好きな事例をあげて述べていいのでダンスやバレエに興味がある方は書きやすいのではないかと思います。リアクションペーパーが3回分の授業につき1回くらいのペースであった。内容はとても難しい訳ではないが残りの授業時間と次の授業時間までに書き終わらなくてはいけないので私はきつかった。"
2021/9/5 19:47,た行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,哲学Ⅰ,,,,,,,,,,,,,戸澤 幸作,,,,,,,,,,,,,,,,,,,,,,,,5(しやすい、面白い),5(しやすい、面白い),3,なし,特になし,,期末レポート,普通,"①今学期は参加自由のzoom(リアルタイム)形式でした。1週間はアーカイブを残してくださったので自由度が高くありがたかったです。内容は少し難しく感じましたが、哲学に興味のある人なら面白いと思います。②成績評価は期末レポートのみでした。アーカイブを何回か見逃していましたが、今回のレポートは講義で扱ったテーマのうち2つ程度選んで書くような形だったのでなんとかなりました。"
2021/9/5 19:50,さ行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,心理学Ⅰ,,,,,,,,,,,,,,,,,,,,,,木島 伸彦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,なし,課題(問題演習や小レポート、プレゼンテーションなど),楽,ペーパーテスト,楽,"持ち込みありのテストで事前に過去問を解いていたのでとても簡単だった。課題も重くないのでよかった。"
2021/9/5 19:56,た行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,統計学Ⅲ,,,,,,,,大森 貴秀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,あり,"課題(問題演習や小レポート、プレゼンテーションなど), 特になし",楽,なし,,毎週課題出すだけでS来ます。内容も面白いのでオススメ。
2021/9/5 20:20,さ行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,生命現象の分子科学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,舟橋 啓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5(しやすい、面白い),5(しやすい、面白い),5(しやすい、面白い),なし,課題(問題演習や小レポート、プレゼンテーションなど),楽,なし,,"毎回授業後に4〜5問小テストがある。授業を聞いていればとても簡単だし、聞いていなくても答えのところだけ動画を見ればすぐ終わる。授業内容は個人的にはとても面白かったが興味のない人には本当につまらないと思う。興味のある方は楽単だしとった方がいいと思う。"
2021/9/5 20:53,さ行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,人類学Ⅰ,,,,,,,,,,,,,,,,,,,,,,,,,,河野 礼子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5(しやすい、面白い),5(しやすい、面白い),3,なし,"小テスト, リアクションペーパー",楽,オンラインテスト,楽,内容は簡単で単位取得は毎週のアンケート出し忘れなければSきます
2021/9/5 21:02,な行以降(な、は、ま、や、ら、わ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,論理学Ⅰ,,,,,,,,,,,,,,,,,,秋吉 亮太,4,4,5(しやすい、面白い),なし,課題(問題演習や小レポート、プレゼンテーションなど),楽,期末レポート,普通,記号を使いながら文章を論理的に導いていく授業なので、そういった類のものが苦手な人には難しい授業かもしれない。しかし授業内容は簡潔でわかりやすく、単位も取得しやすい。
2021/9/5 22:12,な行以降(な、は、ま、や、ら、わ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,倫理学Ⅰ,,,,,,,,,,,,,,,西山 晃生,,,,4,3,3,なし,課題(問題演習や小レポート、プレゼンテーションなど),普通,期末レポート,普通,授業はオンデマンドが毎週配信されますが1回しか見ていません。期末テストのレポートのお題にもよると思いますが、春学期に関しては授業で扱ったものの中から選んでレポートにするという感じだったので1回だけ見てそこを重点的に書けばAがきました。Sとか狙っていくなら毎週授業を見ておいた方が良いレポートが書けるのかもしれませんがレポート自体の採点が少し厳しい気がするので何とも言えません。
2021/9/5 22:15,さ行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,心理学Ⅰ,,,,,,,,,,,,,,,,,,,,,,田谷 修一郎,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,なし,小テスト,普通,ペーパーテスト,普通,小テストは繰り返し解き直すことができるので簡単です。期末テストは（当たり前ですが）勉強していないとできないテストになっていました。授業内容自体が面白いのでそんなに勉強も苦では無いと思います。やることやってればSはきます。
2021/9/5 23:43,た行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,地域文化論Ⅰ,,大隼 エヴァ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5(しやすい、面白い),3,5(しやすい、面白い),あり,"課題(問題演習や小レポート、プレゼンテーションなど), リアクションペーパー",楽,期末レポート,楽,毎回の出欠と小レポートがあります。期末試験はオンラインで、２日以内に提出だったため調べ放題でした。また、様々な先生(アラブ関連の)がスペシャルゲストとして講義をしてくださりました。
2021/9/6 0:51,か行,,,,,,,科学技術と現代社会,,,,小谷 真理／細田 衛士／三原 聡子／山内 慶太／山田 秀／吉村 公雄／渡辺 美智子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5(しやすい、面白い),3,2,なし,課題(問題演習や小レポート、プレゼンテーションなど),普通,期末レポート,普通,動画見て考えたことを書くだけだけど、回によっては何を書けば良いのかよく分からないことがある。そこそこ分量書かなくちゃいけないから、毎週真面目に取り組めるなら楽単だけど、自分は提出遅れあって低評価😭
2021/9/6 8:22,た行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,地域文化論Ⅰ,,本谷 裕子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,5(しやすい、面白い),あり,リアクションペーパー,きつい,期末レポート,きつい,授業自体はとても面白かった。講義と映画・ドキュメンタリー鑑賞が半々くらい。リアクションペーパーが毎回800字（最初は1600字だった）で少し時間がかかった。期末レポートは4000字だったがテーマ等は完全に自由なので楽しかったし、それなりに時間をかけたら高評価が来た。
2021/9/6 8:27,か行,,,,,,,化学Ⅰ（実験を含む）,土居 志織,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,5(しやすい、面白い),あり,課題(問題演習や小レポート、プレゼンテーションなど),普通,なし,,とにかく面白い＆楽。対面実験とオンラインが半々で、対面実験の時は１時間くらい早く終われる。オンラインの時も真面目にやれば絶対に時間内に終わる程度の課題量。化学・化学基礎の知識を前提としないので皆にお勧め。　
2021/9/6 8:33,か行,,,,,,,国語国文Ⅰ,,,,,,,,,,,,,,,,,,,,,,,,,,,片山 久留美,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5(しやすい、面白い),4,あり,リアクションペーパー,楽,期末レポート,楽,高校の古文と同じような感じかと思ったら、日本語の成り立ちについて学ぶ授業だった。が、普通に面白くためになった。動画は５０分程で残り時間でリアぺを書けばよいので楽。期末レポート（本当はオンラインテストの予定だったらしい）も過去の授業内容の確認のようなもので、講義動画もすべて残してくださっているので取り組みやすい。日本語に興味のある人には超おススメ。
2021/9/6 8:39,な行以降(な、は、ま、や、ら、わ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,文学Ⅰ,,,,,,,,,,,,栗本 賀世子,,,,,,,3,4,3,あり,リアクションペーパー,楽,期末レポート,普通,授業自体は普通に面白いが、リアぺを１回でも出さないとその時点でDになるのは少し厳しめ？動画が90分＋リアぺ400字なので負担はまあまあ。期末レポは授業内容の確認系だが、講義動画は２週間ほどで消されるので毎回教授の言ったことをメモしないと答えられないと思う。
2021/9/6 8:56,あ行,映像・音響文化論,,,,柴田 康太郎,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,4,あり,リアクションペーパー,,期末レポート,きつい,授業内容は映画や映像系に興味がある人は面白いと思います。
2021/9/6 11:59,た行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,地域研究 〇〇事情,後藤 秀和,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5(しやすい、面白い),5(しやすい、面白い),4,なし,リアクションペーパー,楽,なし,,リアクションペーパーはレジュメの中に書かれている内容を問われる。授業を忙しくて見れなかった時もあったが、一行ほどの感想を書いて提出してもAが来た。全然キツくない。
2021/9/6 12:02,な行以降(な、は、ま、や、ら、わ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,美術Ⅰ,,,,,,荒木 文果,,,,,,,,,,,,,4,5(しやすい、面白い),4,あり,"課題(問題演習や小レポート、プレゼンテーションなど), リアクションペーパー",普通,期末レポート,きつい,授業内容は西洋美術について学んだ。美術が好きならおすすめ。レポート全部出せばA以上は来る
2021/9/6 14:40,な行以降(な、は、ま、や、ら、わ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,文学Ⅰ,,,,,,,,,,,,朝比奈 緑,,,,,,,5(しやすい、面白い),2,4,なし,課題(問題演習や小レポート、プレゼンテーションなど),楽,期末レポート,楽,3週間に一回の小レポート400字があるため、授業は3回に1回だけ見ればいい。期末のレポートも楽。ただSはとりにくい
2021/9/6 14:42,か行,,,,,,,言語学Ⅰ,,,,,,,,,,,,,,,,,,,,,,,,平沢 慎也,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,なし,小テスト,普通,オンラインテスト,普通,テストで点数が取れる人にとっては簡単にSがとれる。正直点数が取れない人は大変かもしれない。ただテストはオンラインだし協力によっては単位取得は簡単。内容は面白いし先生は優しい。
2021/9/6 14:45,な行以降(な、は、ま、や、ら、わ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,美術Ⅰ,,,,,,荒木 文果,,,,,,,,,,,,,3,4,3,あり,"課題(問題演習や小レポート、プレゼンテーションなど), リアクションペーパー",普通,期末レポート,きつい,先生が優しいし課題内容もつまらなくはないが、毎回のリアぺや3回の大きめのレポートが負担が大きいかも。ちゃんと何らかの文章を書いて出せば単位はくるし、努力すればちゃんと高成績も
